date	region_id	email_opens	avg_order_value	social_likes	total_site_visits	total_orders
2020-03-15	9	7656	18.71	109	169755	716
2020-03-15	10	11956	28.84	184	333561	1060
2020-03-15	11	8738	41.67	993	293730	1019
2020-03-15	12	6425	34.47	388	152833	787
2020-03-15	13	11352	41.8	731	234106	910
2020-03-15	14	9539	51.72	990	295720	1002
2020-03-15	15	5416	36.52	788	167020	741
2020-03-15	16	8710	29.42	447	197828	793
2020-03-15	17	5524	37.35	854	175820	601
2020-03-15	18	8092	27.86	603	252906	921
2020-03-15	19	5907	30.16	715	195909	447
2020-03-15	20	7331	41.56	599	197452	816
2020-03-16	1	7610	11.7	727	158903	772
2020-03-16	2	6869	38.66	516	115043	648
2020-03-16	3	4660	9.04	221	116161	760
2020-03-16	4	5562	32.01	1084	97794	572
2020-03-16	5	3819	32.88	1057	101434	772
2020-03-16	6	9844	49.88	434	316019	1052
2020-03-16	7	7400	6.35	102	132032	574
2020-03-16	8	6966	8.62	1066	125954	475
2020-03-16	9	5426	25.08	491	161993	814
2020-03-16	10	6934	5.35	842	170642	631
2020-03-16	11	4407	9.9	794	128648	699
2020-03-16	12	1529	35.52	569	25778	416
2020-03-16	13	8335	20.35	459	201596	857
2020-03-16	14	6269	19.51	936	130315	811
2020-03-16	15	6160	39.43	310	203043	847
2020-03-16	16	9740	26.6	450	201399	823
2020-03-16	17	9487	13.8	397	190435	734
2020-03-16	18	10450	43.36	117	262986	892
2020-03-16	19	3907	29.91	215	110967	599
2020-03-16	20	11290	23.54	705	340650	1127
2020-03-17	1	28166	43.38	410	580855	1493
2020-03-17	2	9388	8.59	1030	315079	1071
2020-03-17	3	9227	45.04	266	189004	901
2020-03-17	4	15128	50.5	853	416611	1257
2020-03-17	5	10859	39.05	308	237797	855
2020-03-17	6	12455	14.82	986	278865	840
2020-03-17	7	3713	10.89	798	78130	488
2020-03-17	8	1695	17.33	149	33998	553
2020-03-17	9	13772	52.63	713	381454	1222
2020-03-17	10	12943	13.17	1100	336336	1050
2020-03-17	11	11325	42.42	1053	211986	754
2020-03-17	12	8155	20.07	165	193080	903
2020-03-17	13	2093	13.79	1017	35120	380
2020-03-17	14	7472	28.03	394	168314	677
2020-03-17	15	11122	14.6	1051	292869	983
2020-03-17	16	5685	27.39	566	163579	696
2020-03-17	17	16056	49.25	1037	319715	1110
2020-03-17	18	5623	5.24	696	137757	691
2020-03-17	19	17623	42.9	107	405837	1195
2020-03-17	20	7315	47.24	357	195890	710
2020-03-18	1	19290	9.03	775	370458	1209
2020-03-18	2	6924	46.18	544	216355	840
2020-03-18	3	7337	53.2	858	200731	730
2020-03-18	4	10920	47.93	660	348569	1132
2020-03-18	5	8534	31.24	1092	177234	666
2020-03-18	6	9411	17.64	251	277216	993
2020-03-18	7	3875	45.63	697	115983	518
2020-03-18	8	11459	41.49	761	286318	899
2020-03-18	9	7772	51.51	142	194417	654
2020-03-18	10	4531	31.45	500	97883	625
2020-03-18	11	2042	30.48	578	56442	322
2020-03-18	12	12282	8.94	128	390518	1088
2020-03-18	13	7217	23.93	992	228971	725
2020-03-18	14	5827	12.58	487	154120	800
2020-03-18	15	5703	32.77	639	150770	643
2020-03-18	16	14248	47.57	678	383558	1105
2020-03-18	17	11195	25.78	68	243663	802
2020-03-18	18	5179	15.38	127	85125	457
2020-03-18	19	5858	44.18	160	116008	855
2020-03-18	20	7730	44.73	713	218640	706
2020-03-19	1	8271	8.54	784	254430	854
2020-03-19	2	8296	10.35	1055	183414	651
2020-03-19	3	11121	36.43	430	320658	1007
2020-03-19	4	10841	23.34	182	384257	1117
2020-03-19	5	3754	5.25	547	70277	583
2020-03-19	6	9354	20.94	488	253720	797
2020-03-19	7	3898	5.52	520	115501	548
2020-03-19	8	14668	24.79	947	381048	1150
2020-03-19	9	9048	19.53	388	254164	874
2020-03-19	10	4082	15.47	584	129323	417
2020-03-19	11	12906	48.69	617	352755	934
2020-03-19	12	15622	21.95	1000	303779	937
2020-03-19	13	11946	31.49	375	284493	1065
2020-03-19	14	7115	5.03	1016	237738	746
2020-03-19	15	14812	40.83	1075	320487	1077
2020-03-19	16	13280	6.49	1091	249463	929
2020-03-19	17	4989	48.34	226	95509	548
2020-03-19	18	6843	47.88	426	214192	930
2020-03-19	19	5855	38.41	680	155464	517
2020-03-19	20	4242	5.17	270	106800	420
2020-03-20	1	2850	38.22	1016	84394	381
2020-03-20	2	7143	51.63	869	196035	808
2020-03-20	3	6714	20.58	561	176323	585
2020-03-20	4	7982	15.58	67	243368	839
2020-03-20	5	3285	50.78	129	70380	307
2020-03-20	6	7111	17.01	974	165955	779
2020-03-20	7	8750	45.53	269	227158	907
2020-03-20	8	9854	41.63	910	283947	1196
2020-03-20	9	4579	27.24	114	106463	587
2020-03-20	10	8613	31.08	605	273335	847
2020-03-20	11	4821	44.37	990	79669	519
2020-03-20	12	5533	41.33	1012	118081	674
2020-03-20	13	3897	21.16	74	108795	659
2020-03-20	14	8357	20.98	226	199264	858
2020-03-20	15	10430	9.13	1073	285322	919
2020-03-20	16	7746	28.73	499	188437	813
2020-03-20	17	4968	35.14	619	109395	722
2020-03-20	18	4619	43.02	948	88738	514
2020-03-20	19	7686	32.46	369	253180	888
2020-03-20	20	8209	37.6	871	191170	617
2020-03-21	1	3239	30.98	140	86747	422
2020-03-21	2	5822	51.81	659	164929	805
2020-03-21	3	14565	20.74	752	383956	1015
2020-03-21	4	8439	24.72	372	149910	564
2020-03-21	5	11847	14.64	606	235407	782
2020-03-21	6	3706	37.08	1075	105100	576
2020-03-21	7	5808	36.39	1037	160218	758
2020-03-21	8	3930	13.24	475	80852	540
2020-03-21	9	14032	40.03	820	324178	1079
2020-03-21	10	11078	50.8	542	270355	944
2020-03-21	11	13120	26.98	732	274979	753
2020-03-21	12	4888	45.77	383	158116	644
2020-03-21	13	4423	17.4	728	86790	441
2020-03-21	14	17004	25.51	476	342166	1026
2020-03-21	15	14865	46.91	68	273693	932
2020-03-21	16	2141	17.93	455	56467	530
2020-03-21	17	4704	44.42	948	110875	627
2020-03-21	18	3145	46.6	431	75853	679
2020-03-21	19	4098	49.1	776	119669	594
2020-03-21	20	6250	14.92	147	179489	783
2020-03-22	1	11881	31.6	677	302672	954
2020-03-22	2	3327	17.77	554	93327	376
2020-03-22	3	6906	35.89	453	154392	449
2020-03-22	4	4497	22.41	545	86139	697
2020-03-22	5	6449	53.09	1068	201653	618
2020-03-22	6	6033	51.98	156	190366	764
2020-03-22	7	8021	30.65	395	219789	703
2020-03-22	8	7410	19.15	909	132739	610
2020-03-22	9	13689	38.53	916	260257	944
2020-03-22	10	11240	5.45	961	255711	938
2020-03-22	11	12486	20.48	244	319207	954
2020-03-22	12	7532	17.57	283	250025	813
2020-03-22	13	11933	23.82	1106	329026	832
2020-03-22	14	9226	49.8	107	239176	775
2020-03-22	15	12596	36.05	108	335249	1010
2020-03-22	16	8270	49.08	563	189206	800
2020-03-22	17	6187	27.6	300	122303	630
2020-03-22	18	1816	9.2	1004	30688	364
2020-03-22	19	8301	14.96	392	220843	865
2020-03-22	20	12435	21.23	668	228562	820
2020-03-23	1	6689	46.58	323	188863	812
2020-03-23	2	15557	42.77	1056	287155	971
2020-03-23	3	8917	19.94	231	215191	752
2020-03-23	4	10071	43.52	130	336455	1197
2020-03-23	5	7240	32.18	727	187734	527
2020-03-23	6	4831	9.67	274	88531	514
2020-03-23	7	3893	40.62	1078	83001	386
2020-03-23	8	8148	28.81	1046	235280	863
2020-03-23	9	7893	10.39	924	232890	841
2020-03-23	10	7865	45.47	295	188762	655
2020-03-23	11	6476	19.58	1024	157765	702
2020-03-23	12	8271	26.81	107	182692	612
2020-03-23	13	5282	26.09	498	92071	422
2020-03-23	14	10346	8.98	788	257234	932
2020-03-23	15	3402	18.95	993	55819	403
2020-03-23	16	9090	5.93	64	300152	930
2020-03-23	17	2196	11.76	544	76930	138
2020-03-23	18	6467	4.89	709	214389	752
2020-03-23	19	12492	25.3	823	236400	854
2020-03-23	20	1954	45.06	716	30352	321
2020-03-24	1	3062	7.47	752	75415	666
2020-03-24	2	8406	8.68	289	193565	791
2020-03-24	3	10096	31.48	351	215808	712
2020-03-24	4	6323	5.88	437	137097	435
2020-03-24	5	4528	29.98	212	98462	502
2020-03-24	6	16249	18.81	971	302651	930
2020-03-24	7	6938	42.85	751	200965	823
2020-03-24	8	8566	12.08	1058	246320	834
2020-03-24	9	8948	28.68	717	214221	855
2020-03-24	10	12295	31.67	392	336614	1041
2020-03-24	11	10184	28.62	1094	225703	675
2020-03-24	12	10801	18.16	1121	303496	1057
2020-03-24	13	10281	43.52	1007	306959	1009
2020-03-24	14	8764	34.22	334	250853	766
2020-03-24	15	8370	30.49	391	224411	776
2020-03-24	16	10908	28.2	1007	201284	845
2020-03-24	17	8943	26.04	785	156780	823
2020-03-24	18	12491	34.82	363	226992	895
2020-03-24	19	3932	13.29	971	76292	687
2020-03-24	20	5837	27.1	261	152991	730
2020-03-25	1	8919	37.2	934	167458	747
2020-03-25	2	12389	33.73	869	361487	1134
2020-03-25	3	8986	17.09	89	262198	873
2020-03-25	4	6662	17.09	271	137753	661
2020-03-25	5	6259	48.35	880	139548	546
2020-03-25	6	10939	31.72	828	293465	996
2020-03-25	7	4302	11.06	516	102961	546
2020-03-25	8	17299	17.77	90	332262	1089
2020-03-25	9	4839	28.04	739	138865	545
2020-03-25	10	5469	37.88	985	141780	681
2020-03-25	11	11612	40.51	300	372301	1083
2020-03-25	12	3225	10.77	659	69818	526
2020-03-25	13	2372	18.11	726	32004	419
2020-03-25	14	4804	45.34	125	155758	624
2020-03-25	15	5526	38.77	956	166773	700
2020-03-25	16	4261	46.34	608	130637	595
2020-03-25	17	4936	49.5	784	134682	584
2020-03-25	18	8253	26.95	258	164389	885
2020-03-25	19	3456	8.26	1117	60860	382
2020-03-25	20	8343	49.59	71	226370	870
2020-03-26	1	9767	36.09	607	244005	896
2020-03-26	2	3177	49.07	658	55806	476
2020-03-26	3	8250	14.39	857	159646	792
2020-03-26	4	7536	36.36	66	138842	549
2020-03-26	5	7471	35.39	1096	186864	779
2020-03-26	6	6365	32.34	451	130344	686
2020-03-26	7	7169	37.32	860	185184	857
2020-03-26	8	6022	23.4	418	160453	700
2020-03-26	9	8854	47.59	1107	291855	863
2020-03-26	10	10408	40.25	741	185834	648
2020-03-26	11	9290	31.85	142	161325	730
2020-03-26	12	5460	24.95	532	170959	678
2020-03-26	13	8305	51.02	1110	180173	726
2020-03-26	14	8547	32.8	567	162757	601
2020-03-26	15	6892	38.22	929	210125	794
2020-03-26	16	9611	29.21	928	282315	995
2020-03-26	17	8534	47.87	655	289749	916
2020-03-26	18	7518	27.46	1050	146929	672
2020-03-26	19	12469	17.77	382	397305	1266
2020-03-26	20	8439	31.11	740	276564	882
2020-03-27	1	10016	43.3	87	192629	697
2020-03-27	2	7835	26.89	770	225876	956
2020-03-27	3	7615	19.23	89	181705	679
2020-03-27	4	4275	13.99	1035	135134	601
2020-03-27	5	8794	52.73	281	249583	986
2020-03-27	6	2127	43.09	404	34753	549
2020-03-27	7	6523	23.08	475	212899	801
2020-03-27	8	6942	16.61	215	225786	887
2020-03-27	9	7951	24.91	867	206541	684
2020-03-27	10	13952	33.24	690	254113	850
2020-03-27	11	12349	17.85	1087	327346	1050
2020-03-27	12	6243	6.87	539	189214	833
2020-03-27	13	9043	9.09	608	280545	927
2020-03-27	14	5753	20.92	1100	175073	865
2020-03-27	15	11600	7.41	906	291808	863
2020-03-27	16	4328	4.87	317	138351	564
2020-03-27	17	6609	17.24	227	163621	782
2020-03-27	18	9284	8.33	353	278782	860
2020-03-27	19	2540	50.16	1046	44611	348
2020-03-27	20	12025	50.23	914	229814	918
2020-03-28	1	11917	45.26	754	247652	901
2020-03-28	2	4878	34.93	430	93691	428
2020-03-28	3	11181	10.85	531	301936	969
2020-03-28	4	15368	52.33	1036	300254	887
2020-03-28	5	11985	25.48	609	321754	871
2020-03-28	6	15984	16.42	301	331969	1155
2020-03-28	7	6016	38.81	1049	140022	573
2020-03-28	8	16519	52.77	987	363592	951
2020-03-28	9	15778	25.03	165	292256	951
2020-03-28	10	5940	29.94	833	98992	730
2020-03-28	11	9025	31.7	609	202015	641
2020-03-28	12	6264	9.33	740	159470	450
2020-03-28	13	6945	43.24	142	192124	729
2020-03-28	14	18032	10.39	681	336339	1014
2020-03-28	15	5431	28.74	142	162583	560
2020-03-28	16	10285	44.41	217	295425	1008
2020-03-28	17	2922	44.5	933	75027	526
2020-03-28	18	7257	34.52	291	248873	912
2020-03-28	19	13439	26.07	623	400894	1371
2020-03-28	20	12566	32.24	218	220759	889
2020-03-29	1	7703	19.59	82	258993	882
2020-03-29	2	16738	47.62	956	440264	1153
2020-03-29	3	5155	8.05	982	139680	572
2020-03-29	4	6523	17.75	67	198748	786
2020-03-29	5	4589	40.89	548	114840	491
2020-03-29	6	6900	39.47	452	194564	612
2020-03-29	7	6775	12.64	222	174883	707
2020-03-29	8	11713	7.07	401	281628	990
2020-03-29	9	5803	15.56	837	153950	751
2020-03-29	10	2181	17.37	695	49319	238
2020-03-29	11	5941	14.27	632	160752	627
2020-03-29	12	7216	20.12	863	227421	935
2020-03-29	13	9372	10.96	779	209308	736
2020-03-29	14	1458	42.69	368	26906	189
2020-03-29	15	17422	40.22	609	335004	1088
2020-03-29	16	9425	34.18	495	325681	990
2020-03-29	17	8555	39.69	194	261198	893
2020-03-29	18	7704	9.4	194	157517	740
2020-03-29	19	2922	9.1	162	84182	507
2020-03-29	20	5833	35.29	191	133795	562
2020-03-30	1	7540	48.08	455	182328	634
2020-03-30	2	5068	23.42	719	86423	596
2020-03-30	3	7944	5.94	940	167461	793
2020-03-30	4	15295	21.34	91	295695	1009
2020-03-30	5	10492	50.13	1087	247674	858
2020-03-30	6	8012	10.94	174	199748	912
2020-03-30	7	6625	34.48	757	115974	689
2020-03-30	8	3462	12.14	985	76598	693
2020-03-30	9	6321	14.03	374	175324	691
2020-03-30	10	9478	14.74	799	296856	938
2020-03-30	11	11840	44.38	319	212426	778
2020-03-30	12	6789	19.23	1072	129512	485
2020-03-30	13	7654	9.83	1066	219381	810
2020-03-30	14	4852	5.51	186	114283	714
2020-03-30	15	4878	35.4	1117	121295	520
2020-03-30	16	9983	30.66	920	280903	869
2020-03-30	17	7161	42.03	894	141419	743
2020-03-30	18	3250	49.45	196	105094	462
2020-03-30	19	10341	11.05	836	275717	1050
2020-03-30	20	4294	26.97	764	113010	657
2020-03-31	1	6374	19.14	581	165917	670
2020-03-31	2	4756	18.15	733	147974	471
2020-03-31	3	7676	28.01	594	164217	728
2020-03-31	4	18823	5.88	514	380791	1138
2020-03-31	5	6509	34.16	724	113449	787
2020-03-31	6	10928	9.83	1071	347956	1024
2020-03-31	7	11447	38.5	327	218988	746
2020-03-31	8	8034	41.65	620	184905	680
2020-03-31	9	3146	42.85	268	72375	442
2020-03-31	10	14469	30.09	1054	350096	1169
2020-03-31	11	9167	21.73	1007	189393	751
2020-03-31	12	26242	14.4	1089	514972	1338
2020-03-31	13	4446	49.29	568	112711	500
2020-03-31	14	14161	37.77	709	420501	1165
2020-03-31	15	5151	48.66	1015	145994	660
2020-03-31	16	14617	38.54	287	285149	871
2020-03-31	17	5995	39.65	787	136832	685
2020-03-31	18	5999	39.33	722	189397	580
2020-03-31	19	5164	26.99	917	125371	812
2020-03-31	20	10024	18.81	300	303333	922
2020-04-01	1	3668	23.33	365	60268	512
2020-04-01	2	10839	24.28	858	207626	902
2020-04-01	3	7888	47.39	365	189916	695
2020-04-01	4	12195	45.53	347	218366	794
2020-04-01	5	7901	18.86	581	147272	744
2020-04-01	6	11222	52.17	393	306391	964
2020-04-01	7	5217	17.1	200	119710	477
2020-04-01	8	5672	37.58	296	118751	621
2020-04-01	9	10219	31.44	971	226563	773
2020-04-01	10	8840	10.72	554	247663	924
2020-04-01	11	19352	9.61	873	374927	1200
2020-04-01	12	8049	33.29	176	198154	831
2020-04-01	13	9988	43.5	656	210757	702
2020-04-01	14	4936	35.01	643	137126	570
2020-04-01	15	7022	13	383	164273	685
2020-04-01	16	8775	36.6	1108	300493	836
2020-04-01	17	18147	6.98	617	461950	1235
2020-04-01	18	8371	27.04	951	175081	942
2020-04-01	19	5954	22.7	753	184871	723
2020-04-01	20	3267	12.89	797	85370	549
2020-04-02	1	9510	44.93	739	185312	733
2020-04-02	2	10418	17.14	67	331696	1047
2020-04-02	3	10601	39.4	336	305099	879
2020-04-02	4	8330	39.96	1078	181979	660
2020-04-02	5	4220	46.49	164	131709	479
2020-04-02	6	7502	19.4	102	251456	905
2020-04-02	7	10698	29.85	1116	267291	954
2020-04-02	8	6743	28.16	996	203831	697
2020-04-02	9	1699	22.57	913	26774	501
2020-04-02	10	7171	15.4	893	188508	839
2020-04-02	11	12238	15.68	381	379807	1221
2020-04-02	12	5095	29.99	519	149530	657
2020-04-02	13	7410	32.43	560	132306	636
2020-04-02	14	12930	22.83	680	270440	885
2020-04-02	15	11904	38.9	124	283972	848
2020-04-02	16	6483	21.22	606	142908	567
2020-04-02	17	4158	44.73	700	99819	648
2020-04-02	18	5846	17.01	338	124624	693
2020-04-02	19	9146	44.37	846	203753	765
2020-04-02	20	12450	29.67	472	237030	813
2020-04-03	1	5088	38.38	929	156362	562
2020-04-03	2	4474	27.85	708	123150	579
2020-04-03	3	7440	11.3	167	244621	893
2020-04-03	4	10034	24.64	513	352048	1013
2020-04-03	5	10982	46.86	221	286130	849
2020-04-03	6	6356	35.58	510	131360	756
2020-04-03	7	6662	37.8	68	138901	461
2020-04-03	8	11864	31.36	450	272486	981
2020-04-03	9	7884	48.25	85	154567	729
2020-04-03	10	13474	23.16	288	243960	851
2020-04-03	11	3087	22.58	273	68499	516
2020-04-03	12	6799	11.28	496	164599	834
2020-04-03	13	7645	52.75	318	214975	622
2020-04-03	14	8293	42.86	311	199302	738
2020-04-03	15	4309	23.59	976	112002	645
2020-04-03	16	13610	13.34	710	352559	1059
2020-04-03	17	3913	34.26	289	102433	196
2020-04-03	18	14154	9.54	875	327776	1103
2020-04-03	19	5760	10.06	692	170826	773
2020-04-03	20	7631	37.4	679	197860	793
2020-04-04	1	9890	27.71	624	212863	716
2020-04-04	2	13477	20.91	876	261459	793
2020-04-04	3	4600	43.13	407	149611	724
2020-04-04	4	3875	22.39	814	80374	508
2020-04-04	5	11420	13.87	547	356939	1115
2020-04-04	6	8278	26.33	239	229025	748
2020-04-04	7	25209	45.88	508	472239	1360
2020-04-04	8	9574	41.65	875	207046	890
2020-04-04	9	5669	16.24	810	176980	783
2020-04-04	10	1219	10.57	146	30451	206
2020-04-04	11	18618	12.9	219	495437	1268
2020-04-04	12	7159	27	735	243768	866
2020-04-04	13	3984	43.47	276	115406	519
2020-04-04	14	3085	41.64	1061	54588	547
2020-04-04	15	4324	46.22	281	97524	589
2020-04-04	16	5815	29.38	598	156095	613
2020-04-04	17	13231	36.35	151	252243	809
2020-04-04	18	6119	52.56	806	153084	654
2020-04-04	19	10714	27.61	529	240473	892
2020-04-04	20	8365	28.95	123	208323	709
2020-04-05	1	17522	11.52	270	409032	1318
2020-04-05	2	3991	26.73	555	107897	592
2020-04-05	3	11219	39.45	510	209051	809
2020-04-05	4	6833	48.47	247	184401	744
2020-04-05	5	7636	44.64	960	155459	838
2020-04-05	6	14179	14.29	512	310197	930
2020-04-05	7	9029	7.67	514	258106	1006
2020-04-05	8	11996	23.56	253	265358	892
2020-04-05	9	6955	39.4	1100	163632	613
2020-04-05	10	5391	35.22	566	137914	852
2020-04-05	11	8532	51.09	415	227273	841
2020-04-05	12	10268	19.06	73	190234	792
2020-04-05	13	6551	20.83	475	215209	885
2020-04-05	14	15589	28.53	154	406303	1129
2020-04-05	15	3261	40.65	523	96611	444
2020-04-05	16	6911	18.8	762	237845	828
2020-04-05	17	5265	27	1016	148069	759
2020-04-05	18	3943	23.51	448	97131	184
2020-04-05	19	6666	24	413	207580	716
2020-04-05	20	9813	52.47	1105	331588	913
2020-04-06	1	4507	8.42	969	132039	658
2020-04-06	2	2685	32.07	314	50618	358
2020-04-06	3	6528	45.25	272	159644	818
2020-04-06	4	4138	37.19	267	121512	768
2020-04-06	5	9247	50.27	464	309430	901
2020-04-06	6	2328	46.52	472	46995	595
2020-04-06	7	12930	8.05	878	332357	1118
2020-04-06	8	3804	19.62	546	99742	549
2020-04-06	9	10074	52.87	436	287608	978
2020-04-06	10	11179	45.3	141	191916	993
2020-04-06	11	7250	43.78	435	205203	812
2020-04-06	12	4017	40.6	644	126182	421
2020-04-06	13	5323	17.83	193	173263	692
2020-04-06	14	20912	28.15	315	503671	1312
2020-04-06	15	11714	11.33	654	214231	828
2020-04-06	16	7954	6.07	822	213872	725
2020-04-06	17	2381	38.37	257	39292	621
2020-04-06	18	7499	40.93	367	164654	737
2020-04-06	19	9597	17.45	1057	212195	665
2020-04-06	20	13323	52.29	921	240793	814
2020-04-07	1	10449	25.2	304	284259	1057
2020-04-07	2	12877	21.63	487	278341	819
2020-04-07	3	12794	14.84	822	235494	885
2020-04-07	4	8316	52.97	251	183835	761
2020-04-07	5	13791	32.06	215	296582	944
2020-04-07	6	8647	26.19	1098	289996	910
2020-04-07	7	7270	47.45	279	238136	706
2020-04-07	8	17773	9.05	464	357727	1212
2020-04-07	9	10259	13.05	1073	194642	587
2020-04-07	10	6925	8.28	292	237312	758
2020-04-07	11	7742	17.55	652	187120	668
2020-04-07	12	7368	13.55	983	149567	711
2020-04-07	13	8222	35.01	298	233020	864
2020-04-07	14	10379	6.71	703	261295	876
2020-04-07	15	7461	36.17	1097	214450	671
2020-04-07	16	8878	12.1	807	207444	770
2020-04-07	17	8891	8.71	704	223799	826
2020-04-07	18	10710	33.28	853	295489	1019
2020-04-07	19	6066	40.64	1079	200673	839
2020-04-07	20	5115	52.83	374	94978	494
2020-04-08	1	12488	48.07	358	341205	1149
2020-04-08	2	7997	51.05	586	145487	789
2020-04-08	3	2557	7.42	608	66070	448
2020-04-08	4	8248	25.46	471	254074	889
2020-04-08	5	7415	36.98	228	152188	383
2020-04-08	6	14643	37.71	154	292574	947
2020-04-08	7	6178	6.52	121	135005	601
2020-04-08	8	7909	24.72	686	175475	700
2020-04-08	9	4178	48.89	1094	81972	608
2020-04-08	10	4999	43.35	770	131905	659
2020-04-08	11	9235	25.47	302	194923	789
2020-04-08	12	11834	32.24	309	256927	874
2020-04-08	13	11910	8.38	720	240500	650
2020-04-08	14	16990	41.81	902	317779	965
2020-04-08	15	7095	37.28	313	218541	929
2020-04-08	16	9916	5.32	480	309206	1018
2020-04-08	17	2901	37.51	530	63350	672
2020-04-08	18	5691	29.47	770	160750	699
2020-04-08	19	7640	39.77	341	180766	758
2020-04-08	20	15229	35.5	787	384719	1037
2020-04-09	1	2071	33.3	737	54045	563
2020-04-09	2	10974	23.56	669	244711	828
2020-04-09	3	8572	6.37	445	151715	801
2020-04-09	4	8830	6.15	605	216824	864
2020-04-09	5	10744	42.68	988	288608	999
2020-04-09	6	6974	23.02	270	208905	870
2020-04-09	7	3165	42.92	930	64328	44
2020-04-09	8	5728	9.82	186	131861	537
2020-04-09	9	6208	39.5	87	154479	549
2020-04-09	10	9341	51.59	449	233961	686
2020-04-09	11	3538	45.75	816	79693	391
2020-04-09	12	6140	6.45	198	154622	756
2020-04-09	13	11310	43.56	396	321708	1087
2020-04-09	14	10350	44.84	256	285342	1034
2020-04-09	15	10216	39.03	906	233250	813
2020-04-09	16	5247	29.76	1066	105738	675
2020-04-09	17	8334	19.01	590	245958	660
2020-04-09	18	4932	15.25	989	158001	662
2020-04-09	19	16715	50.4	1070	362704	1171
2020-04-09	20	7835	6.43	1112	258335	862
2020-04-10	1	4813	6.07	860	161196	634
2020-04-10	2	10401	53.12	898	274083	907
2020-04-10	3	4635	10.28	638	155002	545
2020-04-10	4	7329	25.08	100	207125	741
2020-04-10	5	7992	29.41	417	161736	228
2020-04-10	6	14380	18.07	246	398961	1279
2020-04-10	7	5996	6.92	171	162364	733
2020-04-10	8	2822	29.67	602	61960	653
2020-04-10	9	6201	49.01	665	175437	736
2020-04-10	10	9660	11.31	978	278271	972
2020-04-10	11	5794	26.19	873	163436	484
2020-04-10	12	18048	6.24	390	418544	1092
2020-04-10	13	10184	6.36	916	297263	961
2020-04-10	14	6693	39.01	921	205902	692
2020-04-10	15	15391	22.7	936	280415	924
2020-04-10	16	7041	5.74	1084	161487	684
2020-04-10	17	17524	18.06	767	355431	1084
2020-04-10	18	11791	35.12	690	320395	1103
2020-04-10	19	4737	52.08	796	145798	818
2020-04-10	20	10940	17.42	622	283714	1081
2020-04-11	1	3540	14.5	230	104006	325
2020-04-11	2	4227	10.61	162	106269	454
2020-04-11	3	4289	51.07	997	70980	432
2020-04-11	4	5322	39.72	67	123800	683
2020-04-11	5	7891	44.31	405	232544	788
2020-04-11	6	1941	18.6	288	32421	544
2020-04-11	7	21652	19.06	326	519825	1339
2020-04-11	8	4085	24.89	113	108935	536
2020-04-11	9	7453	38.89	217	188868	575
2020-04-11	10	12781	30.49	1014	360073	1112
2020-04-11	11	11986	47.96	239	224642	990
2020-04-11	12	7422	40.51	494	149498	724
2020-04-11	13	4473	17.14	373	113351	542
2020-04-11	14	7072	50.55	472	192850	854
2020-04-11	15	6295	39.96	628	123247	582
2020-04-11	16	11839	16.56	684	271811	962
2020-04-11	17	9026	50.56	850	211581	872
2020-04-11	18	8909	21.66	812	254767	973
2020-04-11	19	8834	11.09	455	226236	571
2020-04-11	20	10860	16.06	1106	314196	964
2020-04-12	1	7365	6.96	292	217688	700
2020-04-12	2	1596	45.97	344	24281	348
2020-04-12	3	3867	47.58	911	100944	449
2020-04-12	4	6940	51.61	572	135538	672
2020-04-12	5	8604	36.5	636	182674	633
2020-04-12	6	6814	12.68	929	124189	693
2020-04-12	7	4940	11.31	233	82946	558
2020-04-12	8	10258	49.21	611	234212	675
2020-04-12	9	10251	47.08	286	200962	713
2020-04-12	10	11596	49.04	196	256348	1001
2020-04-12	11	6650	14.83	830	191207	851
2020-04-12	12	14417	48.56	295	330126	897
2020-04-12	13	7705	4.89	270	197418	659
2020-04-12	14	5773	23.66	629	195517	594
2020-04-12	15	1855	21.83	257	32821	214
2020-04-12	16	5527	21.28	952	192574	467
2020-04-12	17	5769	11.83	428	91479	466
2020-04-12	18	7161	51.67	941	167645	701
2020-04-12	19	7019	16.21	140	215413	779
2020-04-12	20	10813	19.15	563	352230	963
2020-04-13	1	16422	28.88	205	478006	1351
2020-04-13	2	5199	31.4	606	129111	563
2020-04-13	3	6154	32.76	613	182901	818
2020-04-13	4	12865	39.92	702	295125	781
2020-04-13	5	7549	11.39	643	242567	851
2020-04-13	6	5321	9.49	639	121607	515
2020-04-13	7	3837	9.75	388	87621	548
2020-04-13	8	11058	7.92	917	203523	878
2020-04-13	9	1524	46.42	723	28117	336
2020-04-13	10	1724	15.98	300	28831	131
2020-04-13	11	12038	35.05	832	245197	618
2020-04-13	12	9336	16.82	148	259309	986
2020-04-13	13	2448	30.4	411	49195	663
2020-04-13	14	6935	40.65	747	128907	455
2020-04-13	15	6619	50.12	207	205335	756
2020-04-13	16	13555	35.01	66	241900	993
2020-04-13	17	7197	46	952	189692	655
2020-04-13	18	6936	42.8	227	130741	519
2020-04-13	19	16846	11.44	575	386404	1116
2020-04-13	20	7732	35.48	536	212993	791
2020-04-14	1	1722	33.31	345	36990	271
2020-04-14	2	3141	31.72	173	93913	439
2020-04-14	3	14192	34.07	951	297521	905
2020-04-14	4	12068	10.81	1063	339468	1017
2020-04-14	5	3902	11.24	774	97054	418
2020-04-14	6	7119	26.94	984	211696	826
2020-04-14	7	8168	42.82	193	260883	966
2020-04-14	8	10846	50.61	959	376869	1003
